split,prompt,answer,corrupted_prompt
train,Solve the following and respond with only the final answer: What is 11 plus 52?,63,Solve the following and respond with only the final answer: What is 11 plus 69?
train,Solve the following and respond with only the final answer: What is 40 plus 62?,102,Solve the following and respond with only the final answer: What is 40 plus 61?
train,Solve the following and respond with only the final answer: What is 94 plus 62?,156,Solve the following and respond with only the final answer: What is 94 plus 23?
train,Solve the following and respond with only the final answer: What is 92 plus 51?,143,Solve the following and respond with only the final answer: What is 92 plus 80?
train,Solve the following and respond with only the final answer: What is 23 plus 10?,33,Solve the following and respond with only the final answer: What is 23 plus 43?
train,Solve the following and respond with only the final answer: 37+93=,130,Solve the following and respond with only the final answer: 37+86=
test,Solve the following and respond with only the final answer: What is 34 plus 94?,128,Solve the following and respond with only the final answer: What is 34 plus 19?
train,Solve the following and respond with only the final answer: 75+83=,158,Solve the following and respond with only the final answer: 75+18=
train,Solve the following and respond with only the final answer: 84+80=,164,Solve the following and respond with only the final answer: 84+81=
train,Solve the following and respond with only the final answer: What is 45 plus 18?,63,Solve the following and respond with only the final answer: What is 45 plus 21?
train,Solve the following and respond with only the final answer: 22+95=,117,Solve the following and respond with only the final answer: 22+77=
train,Solve the following and respond with only the final answer: What is 13 plus 25?,38,Solve the following and respond with only the final answer: What is 13 plus 75?
